timestamp	202001272006	202001272100	202001272200	202001272300	202001280000	202001280100	202001280200	202001280300	202001280400	202001280500	202001280600	202001280700	202001280800	202001280900	202001281000	202001281100	202001281200	202001281300	202001281400
内蒙古_鄂尔多斯东胜区	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
内蒙古_鄂尔多斯鄂托克前旗	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
内蒙古_赤峰市松山区	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
内蒙古_赤峰市林西县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
内蒙古_呼伦贝尔牙克石	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
内蒙古_兴安盟乌兰浩特	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
内蒙古_通辽市经济开发区	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
宁夏_银川	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	7	7
宁夏_吴忠	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2
宁夏_中卫	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
宁夏_固原	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
新疆_乌鲁木齐	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5
新疆_伊犁州	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2
新疆_吐鲁番市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
新疆_第七师	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
新疆_第八师石河子市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
贵州_黔南州	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4
贵州_铜仁	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
贵州_贵阳	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
贵州_黔西南州	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
贵州_六盘水	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
吉林_吉林	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3
吉林_松原	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
吉林_长春	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
吉林_四平	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
吉林_公主岭	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
青海_西宁	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
甘肃_白银市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
甘肃_金昌市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
甘肃_天水市	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
四川_凉山州	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
河北_邯郸市	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
内蒙古_包头市东河区	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
河南_安阳市	0	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7
上海_浦东新区	0	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7
上海_长宁区	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5
上海_静安区	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5
上海_徐汇区	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3
上海_虹口区	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
上海_闵行区	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
上海_青浦区	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2
上海_黄浦区	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
上海_宝山区	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
上海_嘉定区	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
上海_奉贤区	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
